,ood_score_normalized_spatial,ood_score_normalized_magnitude,is_ood,ood_score_normalized_all
0379_00,0.019131993961045875,7.669396837899737e-05,0,6.0105997911380585e-05
0379_01,0.019100643258042095,0.0003051107683599676,1,0.0004848423749117586
0380_00,0.009796455578005363,0.00030715910484137147,0,0.00034083407530428666
0381_00,0.03878907437862258,0.012834238730112716,1,0.012530839910767456
0394_01,0.01724798820097483,0.00012716845282397904,0,0.00035373308593496765
0408_03,0.03977054653637631,0.007932242451158485,1,0.007922784497839409
0411_01,0.007167426786486466,0.0017575962226610373,1,0.0017527605618135912
0419_03,0.02778637252061658,0.001142201911554688,0,0.001094412965738622
0419_06,0.0009795342519230451,0.000333538727901077,1,0.0002854284511087264
0441_02,0.02837790775232078,8.13097560808832e-05,0,0.0003356899630652661
0441_03,0.018051895896142228,0.00016722560585299544,0,0.00024833328083020853
0455_07,0.014926390614271154,0.00037490624470580466,1,0.00042352606540372147
0461_02,0.022790598970220326,0.00034834285240782,0,0.0003114095699277724
0469_02,0.0856893970575366,0.04952290386103519,1,0.052906086591253794
0495_00,0.018353981620032985,0.0027363499504489052,1,0.002854105424458264
0495_02,0.019637668239353125,0.026934247161781645,1,0.02744371217608296
0495_06,0.025391864944842475,0.0036668575289278945,1,0.003661496624931598
0503_00,0.07536777206824119,0.00348240810674616,1,0.004030980048935045
0507_00,0.028930112600196775,0.0010267495208579258,0,0.0011347218726296513
0507_01,0.013394881376581817,0.00015190644980631797,0,0.0001704570291822576
0521_00,0.022567640020670746,0.014489835582514701,1,0.015163651364396936
0524_00,0.011610634716596478,0.00034155773671821875,0,0.00037950567773805023
0568_01,0.021528331476017237,0.0015296874515960549,1,0.00191668980957647
0575_01,0.017173139569876168,0.0007959691571887821,0,0.0006162671299054026
0575_02,0.18854333903843143,0.0005180394091647936,0,0.0026789560510203114
0609_02,0.0038991005192832865,0.0004619815960373494,0,0.00030218379249679196
0609_04,0.0662647953220785,0.00038866957140976685,0,0.0011284633540259552
0611_00,0.07221087730810645,0.01405988935980416,1,0.018351649394651885
0615_01,0.015326683399506855,0.0024980232618653886,1,0.0024778693095454086
0630_00,0.029063236228225882,0.00016443147066638817,1,0.0002099552760719516
0644_01,0.49492410798650355,0.0680010955171761,1,0.08741552518750365
0644_02,0.03059565802418399,0.07350551225487553,1,0.05714161282945678
0690_00,0.031257687476544664,0.008824055706394024,1,0.008740059533899865
0699_01,0.000983062980453817,0.0011830270881496923,0,0.0008889629314966092
0699_02,0.041080230193791395,0.0,0,0.0002544483095639295
0713_00,0.46935991500732965,0.029889496562607098,1,0.053158456502674915
0713_01,0.016396934065325827,0.002292746107540218,1,0.002387306283358784
0730_00,0.019593240557832733,0.0015184948740599089,1,0.001584741810386209
0732_00,0.015301164630912176,0.00010516169124554854,0,0.00029701335264531084
0739_00,0.03922364682395512,1.445301373581936e-05,0,0.00025179003242182776
0739_03,0.00061131841022719,0.00014489549303092162,0,0.00012343725844603059
0750_00,0.03707341727106819,0.0007019388824043014,1,0.0006928094959802112
0760_02,0.003637424493600431,0.00024106434659642916,1,0.00018069199137614255
0762_01,0.29870160642233307,0.08912746884829785,1,0.10361710565301233
0765_02,0.05449400361774594,0.020124203679986817,1,0.019249148235007403
0784_02,0.019892388389283866,0.00013285794371510542,0,0.0001825825690145793
0784_06,0.021473665418777717,0.0014405420718208084,0,0.0013002240834179585
0786_01,0.99999999999206,0.04425251378190743,1,0.04685055149543193
0790_00,0.05144369888309877,0.001365595498955968,1,0.0012470462608455916
0818_01,0.017474453618966292,0.0005868492718633332,0,0.00052246426441332
0836_02,0.03210192407117872,0.03523684288313707,1,0.04001746614389955
0844_00,0.13621007832268894,0.663562578153955,1,0.4935969671298292
0859_00,0.13980979782368205,0.10139224556660632,1,0.105967010173079
0870_00,0.002374386446939441,0.0001321962279938909,0,0.00011881557414107426
0870_04,0.08551014237224312,0.4645099632276959,1,0.4163222266775638
0870_06,0.026089019064665316,0.000739899179189205,0,0.0008437500009848178
0879_02,0.01433310001778568,0.0028920951901542564,1,0.002994030584600751
0883_01,0.016091989263310423,0.03948523538693288,1,0.0330831832879435
0896_01,0.009784737482787279,0.00021552150855699704,1,0.00019120876454538317
0896_04,0.00820185817855926,0.00033450175232442413,0,0.00033849301609397965
0923_01,0.004213618524172892,0.0014100198597867101,1,0.0013983642398579183
0977_00,0.020812771346567605,0.0004777066748713644,1,0.0004927229658926519
0984_02,0.00965079649898663,0.00022255612251339944,1,0.0002067323410071482
0984_03,0.2209537889046507,0.01730546674311418,1,0.02067102732768113
0984_06,0.018192549131343237,0.00038289788400889353,0,0.000553117295063267
0995_04,0.0024193803535534244,5.482808972800218e-05,1,0.00010007184971080759
1012_02,0.014918114477377063,0.0001285821407242405,0,0.00017068334098127808
