,ood_score_normalized_spatial,ood_score_normalized_magnitude,is_ood,ood_score_normalized_all
0147_01,0.025081150465488474,2.145162692710268e-07,0,4.952622389741582e-07
0147_04,0.016187171245927678,9.597894931359685e-07,1,1.995616791987245e-06
0151_01,0.03345495904745212,5.393570220844192e-06,1,9.541795446450457e-06
0151_02,0.02124846705855629,4.2847408911669e-06,1,8.039850310080277e-06
0161_01,0.019631492023339716,1.711741505332305e-07,1,4.93061477614473e-07
0161_02,0.01995664958938894,1.1431529160705745e-05,0,1.4845403743603345e-05
0164_00,0.10681692909720183,5.634960854243374e-06,1,7.52940198112258e-06
0172_00,0.023016207377009698,0.0002408434617790212,1,0.0002973579515551474
0172_01,0.028771894097922024,2.0985879005305574e-07,0,4.888380977795233e-07
0172_02,0.019441422838008586,1.6581133803352563e-07,0,3.569551407148207e-07
0172_03,0.015236263151992337,6.422311007249318e-07,0,8.156349521206526e-07
0180_00,0.10524726279721651,1.001168682810883e-05,1,2.1800415289229933e-05
0184_01,0.022776515316192777,6.1715599020424e-06,1,1.1073997624714957e-05
0188_03,0.06992212923698868,0.00013376243044655633,1,0.00023958000055838912
0189_03,0.02838545286839603,0.0005847866470237327,1,0.0007149196359311853
0189_04,0.017226473943469375,1.8876574174673413e-07,0,3.440294308766733e-07
0189_05,0.017811931849356432,1.7125708241996734e-07,0,1.9265169259350957e-07
0195_01,0.04887786011790174,3.0066312204038775e-05,1,4.529284671359561e-05
0195_02,0.03631811991878131,3.1684542745239896e-06,1,5.256512951115211e-06
0196_01,0.0200099026133807,2.0681162978633674e-06,1,3.318831811274155e-06
0196_03,0.026557159976210096,6.056681463448147e-06,1,1.1674408123759135e-05
0196_04,0.02503183477054328,5.5823485445961773e-05,1,7.249857207666243e-05
0197_00,0.02444636916318888,9.967839378199567e-07,1,1.7330581824290282e-06
0205_00,0.025108967832131526,2.7093887400180304e-06,1,4.886499298810031e-06
0207_00,0.030889785798802142,7.818318874531817e-08,0,2.0853238345741046e-07
0207_01,0.028057590156217293,8.487359029983367e-07,1,1.2572412428819941e-06
0212_00,0.045841094958982614,0.0007238713859311918,1,0.0008944863037276703
0230_00,0.015134917151816857,7.043633167506022e-08,0,7.141652809219588e-08
0230_01,0.04555473350932437,0.0004389592527693454,1,0.0005410515437390252
0230_02,0.020395147279683407,2.5487629825230336e-07,1,7.620448892869604e-07
0230_03,0.02765875083908657,8.10204456789287e-08,1,2.5317226617089916e-07
0230_05,0.02430532849513686,8.9137224499806e-08,0,5.047537889619899e-07
0230_06,0.02129229449831855,1.3752721013152704e-06,1,2.3586768628641694e-06
0240_04,0.024967845365998092,0.0026530636496245492,1,0.0031512029242633326
0249_01,0.06596417175091678,1.433936181321308e-06,1,1.6845359758129842e-06
0252_00,0.058619664478513925,1.345277294330124e-06,1,2.091841122409514e-06
0262_00,0.023426712326982905,3.424062993318059e-07,1,5.2096119210597e-07
0265_00,0.032825094327354844,0.0001842007179788577,1,0.00024208684799216363
0287_00,0.016258489370105267,1.8571646810820017e-07,0,2.4122029473499277e-07
0300_01,0.021085725159497685,5.438418052312898e-07,0,7.106259816544117e-07
0300_03,0.021824221290192614,2.081387791036158e-07,0,3.3100666632401956e-07
0309_01,0.020506004022574915,3.1362831315680137e-07,1,7.612629034236553e-07
0313_00,0.09383896507016724,2.9160036104438905e-06,1,4.769644416994457e-06
0326_00,0.057529257261267196,6.738590238834157e-06,1,1.401825314855008e-05
0339_00,0.023879235944054073,3.1317028286933114e-06,1,5.640639021438044e-06
0345_00,0.04770604952912705,1.5620613741032056e-07,0,8.649254515621829e-07
0379_00,0.023217411549373984,3.6681217192726695e-07,0,4.5248180227857173e-07
0379_01,0.024064793817540515,1.1122774606651589e-05,1,1.4538363156637575e-05
0380_00,0.017411609704254472,1.485807920979664e-07,0,2.208394013686469e-07
0381_00,0.04002708938383202,7.275179314851658e-06,1,1.2467806315830923e-05
0394_01,0.02268291328597218,6.788419969804031e-08,0,3.231907916067647e-07
0408_03,0.03198558553204292,4.780915465925455e-06,1,8.49263272319581e-06
0411_01,0.016159054462399555,9.635479264388081e-07,1,1.6885661134584858e-06
0419_03,0.036677350024111086,7.305299356582185e-07,0,9.04232562740653e-07
0419_06,0.013719315780007407,1.1025791412246488e-05,1,1.4162141491961144e-05
0441_02,0.027421419473405,4.9325264519775844e-08,0,3.101730666079128e-07
0441_03,0.02109286588366627,6.506075026330375e-08,0,2.0998746499188694e-07
0455_07,0.021184564941026697,2.097210179435269e-07,1,3.4766209562390637e-07
0461_02,0.024154119048274553,2.024644163056676e-07,0,3.8796432236463397e-07
0469_02,0.07318046762582012,2.925803398750026e-05,1,5.3660174802459126e-05
0495_00,0.021874465301113366,1.4275072694282972e-06,1,2.9421257848670645e-06
0495_02,0.021387733683587824,6.566098405310355e-05,1,9.212395696044436e-05
0495_06,0.024626231436988923,2.086908820769512e-06,1,3.876131761811497e-06
0503_00,0.057292092977840284,1.8945343573539755e-06,1,3.350660091297951e-06
0507_00,0.03873356266823291,5.803351542562339e-07,0,1.0767264811585767e-06
0507_01,0.020150340757055303,8.267253431237456e-08,0,2.0212728072397285e-07
0521_00,0.023266295208501455,9.091507271047345e-06,1,1.728777018619088e-05
0524_00,0.020618504919618485,1.130331637801935e-05,0,1.4499862015555468e-05
0568_01,0.023981855226978478,1.2016579521042124e-06,1,2.307255063958228e-06
0575_01,0.021956081938417322,4.7033973275430793e-07,0,5.708976748732973e-07
0575_02,0.17576667942846394,2.9385543177236213e-07,0,3.114822172636861e-06
0609_02,0.014707112169531543,2.631889941569844e-07,0,2.9995622876069204e-07
0609_04,0.05992127596333818,2.3634091884473673e-07,0,1.111768869109296e-06
0611_00,0.04830237958423473,7.76820130675314e-06,1,1.5775792961399624e-05
0615_01,0.019610188200223904,1.4957584629087673e-06,1,2.6550264541816793e-06
0630_00,0.029826484524594295,8.197322504019967e-08,1,1.6474233143584376e-07
0644_01,0.4164603532046952,0.0001488904822282731,1,0.00024115360953722438
0644_02,0.027940042561913833,0.001740323625402966,1,0.002075226456419368
0690_00,0.027979915635312984,4.994318801101878e-06,1,8.69414798331715e-06
0699_01,0.013730766656858856,6.724294397089858e-07,0,7.351795819109826e-07
0699_02,0.035805453784374906,0.0,0,2.5580845118853805e-07
0713_00,0.43546928125013873,1.6252624210188885e-05,1,4.596334877508833e-05
0713_01,0.020010896895529484,1.2286466429265975e-06,1,2.3572155163250747e-06
0730_00,0.022161966845094135,8.299137161638897e-07,1,1.6513380529894284e-06
0732_00,0.021202150036888166,1.578099525056648e-07,0,4.107687618597383e-07
0739_00,0.03389048031999624,1.1814974402045211e-08,0,2.9113838168479623e-07
0739_03,0.013578416976634426,1.0922551075618285e-07,0,1.528096784962062e-07
0750_00,0.03560262039013918,3.7553721143808606e-07,1,6.183996595405719e-07
0760_02,0.015044236470678879,4.6142598664248573e-07,1,5.809841587751384e-07
0762_01,0.2759314159447337,0.0008886333873990559,1,0.0011386007306735536
0765_02,0.04700060231479999,1.1580768878949264e-05,1,1.952711012429205e-05
0784_02,0.022765900139601142,1.304593862484777e-07,0,1.8637484172776722e-07
0784_06,0.024305133451197277,9.141722929884034e-07,0,1.1197032936578403e-06
0786_01,0.999999999995918,2.1003401093356897e-05,1,4.959038742885236e-05
0790_00,0.0379308926752949,7.877070254343157e-07,1,1.1121808101088678e-06
0818_01,0.02098074688785356,3.522056779378753e-07,0,5.435666713388492e-07
0836_02,0.03234411345582176,3.125072848650468e-05,1,5.402633402530803e-05
0844_00,0.08352382430825894,0.02331921316880274,1,0.026891702010229914
0859_00,0.08406920246258955,0.0007344326568454191,1,0.0009430463877793062
0870_00,0.01613038261234115,1.1111683299683412e-05,0,1.4489414623529174e-05
0870_04,0.05877444911282467,0.03878083535785525,1,0.04079903567181999
0870_06,0.02671199062993773,5.428477108339638e-07,0,8.874084575966257e-07
0879_02,0.020360543287394544,1.2858356579810366e-05,1,1.7340012089348003e-05
0883_01,0.02005650513136067,0.0006821465295597879,1,0.0008225942232780762
0896_01,0.018169083268588734,1.4249758707023115e-07,1,2.4892473684851696e-07
0896_04,0.01830688436446977,1.7488366315338058e-07,0,3.361451945040982e-07
0923_01,0.014958873052102297,8.278051312162115e-07,1,1.541275314309284e-06
0977_00,0.024704959442328128,2.602425592076398e-07,1,4.914454099790885e-07
0984_02,0.018077587330847578,1.3494237395913037e-07,1,2.2665589567100024e-07
0984_03,0.168402364680241,9.152865734621757e-06,1,1.986944716460783e-05
0984_06,0.02298377171451274,1.8613326779571814e-07,0,5.114868013434592e-07
0995_04,0.014722863835828907,1.1111665399334503e-05,1,1.4479196690553066e-05
1012_02,0.019416838651050122,7.310472855497004e-08,0,1.7942913546532507e-07
