,ood_score_normalized_spatial,ood_score_normalized_magnitude,is_ood,ood_score_normalized_all
0370_00,0.05695112908041356,0.2514810657886004,0,0.22430993613075717
0380_00,0.028209112077680957,0.0045933463675395,0,0.005043908868848732
0381_00,0.04710792690076917,0.014572734399319883,0,0.010540599675766623
0384_00,0.013548365670506653,0.017420098168428603,0,0.01732462025723872
0384_01,0.010066530994347529,0.02512822528510416,1,0.020094850287189398
0389_00,0.0014946489414496681,0.005657731387725242,1,0.003150687277982933
0402_01,0.009712141411849317,0.0037322526350895193,0,0.0044236789308451045
0410_01,0.02073260863260238,0.04932516764652971,1,0.030643113527141247
0433_01,0.025757629376398514,0.04571293916513902,1,0.033551306960769835
0439_05,0.005283215014262809,0.0058459986039731595,0,0.003388255890526648
0447_00,0.005788880686837602,0.01060018386617851,0,0.0064785896416421004
0453_01,0.017785115204030564,0.002486308059497436,0,0.004632581309441572
0453_02,0.0322177928634921,0.0020211989595114235,0,0.0023412740878966
0468_01,0.0017444824758683418,0.002616531776800476,0,0.0009497448028738951
0469_02,0.06128150240034297,0.03523073694784025,1,0.03154254595992297
0475_01,0.06320569811194339,0.24096039404405198,0,0.23094956727008842
0486_05,0.005588949996428804,0.006669611682135286,0,0.005883162308856367
0527_00,0.00685446350806102,0.00903429706961378,0,0.006524683413731569
0555_02,0.009850901420180917,0.0033558246446434878,0,0.0022522417361615136
0555_03,0.026888229947873585,0.005684748256168361,0,0.005520233398129462
0555_04,0.09510009141721557,0.005675929850327197,0,0.01533780456289029
0555_05,0.00823452201093185,0.007899961489938837,0,0.007005829761961571
0574_01,0.0062442009816720875,0.0012068563235192514,0,0.0008760264337077187
0574_03,0.014217795293248417,0.006219284360704712,0,0.008307822159305691
0603_00,0.004199325643730479,0.0012448833512037826,0,0.0015338932096893114
0622_02,0.012498052913090158,0.002897735033030896,0,0.003629075028230853
0623_00,0.02375644824841629,0.0022457132358747293,0,0.0037041991450014306
0625_01,0.007729798745927839,0.024109080047166262,1,0.014712404946794874
0641_04,0.034697117291926025,0.03356370356494089,1,0.0279352234827398
0644_01,0.055636802891944205,0.49996297926062333,0,0.4584608504260377
0644_02,0.040598804732154194,0.16045546556262955,0,0.1438133171339664
0653_02,0.031021506757669196,0.006342815978972319,0,0.005366457891471541
0673_00,0.022613600606206312,0.005555256107117152,0,0.006899699651606374
0689_01,0.05062671537548588,0.15887860816553875,1,0.1530693265436992
0699_00,0.03680740934360642,0.03478003260725735,1,0.026092742506957214
0699_02,0.02118671798978372,0.005567211126572947,0,0.006033660269879027
0715_00,0.0017440520749165845,0.0005358216645381126,0,0.001939436973702548
0717_00,0.007525289850455979,0.005249910786638929,1,0.005209207485004559
0719_01,0.08955796569540563,0.027017496047567834,1,0.023237542520447404
0720_00,0.0017526258203954996,0.0034375703478347125,0,0.001271088054958726
0729_00,0.0036507913975944144,0.0035455066952238407,0,0.0014593791028136153
0734_04,0.030150869239337547,0.0024469428759241896,0,0.002444964618474419
0743_00,0.014285796563094047,0.004968137165252945,0,0.005627481519677388
0743_04,0.024424132586578825,0.0014179977374226527,0,0.006241738487069832
0788_01,0.04661022826043443,0.04326687736953591,0,0.062009929452492125
0790_00,0.0511958932067058,0.6357751595998763,0,0.5634490417908719
0794_00,0.013523896809199625,0.00922168155232537,0,0.0051208521063496526
0806_04,0.024051069282645606,0.008016634964086599,0,0.0070336905537986515
0812_02,0.01699896186668058,0.0022537991922098313,0,0.003086077223830602
0834_01,0.004936910020792734,0.003980429684395628,0,0.0028662272146544794
0845_01,0.007825954765164535,0.006032298293173987,0,0.0039052059556445753
0856_00,0.009401533702708492,0.010056052274091565,0,0.0064718510639045195
0860_00,0.01788380201269461,0.0010813377628202492,0,0.0017217284814548903
0923_01,0.0054537028197545,0.006089703418401435,0,0.003613288581149674
0925_00,0.008555679514002528,0.016843680680121386,1,0.01726806264649017
0926_00,0.004442773273893714,0.004698264613156101,0,0.00280282047639232
0929_01,0.012942346599171924,0.007088514325328255,0,0.008506489868967591
0969_04,0.011842878590685965,0.009485148811373897,1,0.006227016433693255
0969_11,0.04774405569466575,0.01498260533484504,1,0.021728784536453046
0969_14,0.011367346073096238,0.006626915330642118,1,0.004038526740453875
0969_15,0.023641466828068256,0.0064594404543729484,1,0.009775682233019042
0969_16,0.008901390245933494,0.010201259524613603,1,0.006213459996624055
0974_00,0.9999999999941155,0.9999999999981721,1,0.999999999998872
0981_03,0.0055525093494508465,0.011385066994321295,0,0.008760903246937849
0982_00,0.018896809689500648,0.005521767618030542,0,0.006535788337316564
0994_01,0.016778699162669837,0.009312858557029235,0,0.007189767875895886
1000_04,0.0010258787618579277,0.0,0,0.0
